TRAUHXR12903CBDFE4,The Pineapple Thief,Run A Mile,Rock,17|0.81815152983,8|0.142704161338,14|0.0153610836964,12|0.00310043340753,21|0.00254071230012,23|0.0021964052898,1|0.0018585132768,16|0.00156536679341,18|0.00134784656316,9|0.00123663850196,5|0.001166757297,4|0.00111608766747,20|0.000966833308338,10|0.000895887938665,3|0.000837089135164,22|0.000796707586259,24|0.000788570679895,6|0.00076006483176,11|0.000719812090048,7|0.000704647984882,19|0.000478356748018,13|0.000319899113353,2|0.000249574661735,0|8.13606954e-05,15|5.56592647778e-05
TRAOWBP128F4257C64,Jack Johnson,Monsoon,Rock,12|0.339478216093,16|0.195054102559,8|0.188544175754,3|0.0764762026906,11|0.0426577344429,1|0.0349869025904,4|0.0344887073639,21|0.0270097407894,22|0.025839448692,18|0.0177743407201,23|0.00990881247398,14|0.00187291635212,9|0.00082983047846,5|0.000782937588051,17|0.000738860188285,20|0.00064878114791,10|0.000601174163357,24|0.000529160286989,6|0.000510031801534,7|0.000472845033949,19|0.000320995188533,13|0.000214664215834,2|0.000167473890415,0|5.45960559086e-05,15|3.73494390221e-05
TRBGJIZ128F92E42BC,Free,Heartbreaker,Rock,8|0.394221197097,17|0.173723352393,14|0.155131089127,18|0.152664829177,23|0.0681939921831,21|0.0258219131405,12|0.0052981675003,1|0.00317591554074,16|0.00267497294111,9|0.00211322646207,5|0.00199381014818,4|0.0019072234846,20|0.00165217056428,10|0.00153093575531,3|0.00143045757409,22|0.00136145167011,24|0.00134754693901,6|0.00129883479515,11|0.001230049003,7|0.00120413586165,19|0.000817438674781,13|0.000546658761198,2|0.000426485006417,0|0.000139033011037,15|9.5113188698e-05
TRBBXMC128F422C330,Eric Burdon,Cum,Rock,21|0.381347287398,23|0.186303482535,1|0.145025193296,8|0.116373482441,9|0.0522618915278,4|0.05216358381,14|0.0330281454177,12|0.0127790507992,6|0.0108705091084,16|0.00127653730163,18|0.00109915223831,5|0.000951476176601,17|0.000897910481909,20|0.000788440631137,10|0.000730585557714,3|0.000682635859102,22|0.000649705204325,24|0.000643069657603,11|0.000586997876141,7|0.00057463173552,19|0.000390094024547,13|0.000260873779023,2|0.000203525056613,0|6.6348643016e-05,15|4.53894435282e-05
TRATJSR128F4266791,Jennifer Lopez featuring Ja Rule,I'm Real,RnB|Pop,20|0.254862463404,21|0.213360476625,12|0.150095268924,9|0.134918966268,14|0.121663731095,11|0.0427910549269,22|0.0357698512881,1|0.029302173087,8|0.00955640108163,23|0.00123439294937,16|0.000879745528719,18|0.00075749785439,5|0.000655724600431,4|0.000627247964665,17|0.000618808969107,10|0.00050349439607,3|0.000470449115761,24|0.000443181452832,6|0.00042716099517,7|0.000396016394772,19|0.000268839362107,13|0.000179785220818,2|0.000140262457124,0|4.57251989075e-05,15|3.12808407118e-05
TRAPDQG128F93018C0,Becoming The Archetype,End Of The Age,Metal|Rock,1|0.600312697636,23|0.271339367492,5|0.0431025523973,8|0.0278604967168,22|0.0219008068036,12|0.00507993137674,14|0.00457306317732,21|0.00416285158755,16|0.00256478848106,18|0.00220839061745,9|0.00202618082766,4|0.00182866329185,17|0.00180406045172,20|0.00158411622297,10|0.00146787518113,3|0.00137153578352,24|0.00129204030954,6|0.00124533466122,11|0.00117938221563,7|0.00115453645908,19|0.000783767665395,13|0.000524141411766,2|0.000408917718377,0|0.00013330612049,15|9.11953938001e-05
TRAZWDT128F4241B14,Shelby Lynne,Pretend,Country|Rock,9|0.460731809223,8|0.0774519608792,12|0.0541565419686,14|0.0487528806042,21|0.0443796638165,23|0.0383655120501,1|0.0324634136729,16|0.0273429038138,18|0.0235433887364,5|0.0203802282508,4|0.0194951610498,17|0.0192328731083,20|0.0168880739423,10|0.0156488420721,3|0.0146217792551,22|0.0139164181779,24|0.0137742874971,6|0.0132763641561,11|0.012573253007,7|0.0123083753625,19|0.00835565351512,13|0.00558780901919,2|0.0043594229793,0|0.00142116063655,15|0.000972223206458
TRAZEYQ12903C9D099,Johnny Winter,Shed So Many Tears,Blues,14|0.778124626686,3|0.0816572775494,4|0.0556202987343,24|0.028298491931,8|0.00939305725761,12|0.00656788406401,21|0.00538218424129,23|0.00465281249581,1|0.00393703012739,16|0.00331603561998,18|0.00285524596058,9|0.00261966546039,5|0.0024716307852,17|0.00233248424292,20|0.00204811658362,10|0.00189782760733,22|0.00168772631812,6|0.00161010318235,11|0.00152483273591,7|0.00149270945778,19|0.0010133395075,13|0.00067766663963,2|0.000528693001311,0|0.000172352553503,15|0.000117907256857
TRAUJLJ128E0784E7C,Fabolous,Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),Rap|RnB,21|0.492655928283,9|0.163148660579,11|0.106376892065,14|0.0680295162669,20|0.0568984699375,4|0.0463230705798,18|0.0216143372978,8|0.0118658584161,24|0.0108394481289,12|0.00795122240462,1|0.00760155432063,5|0.00386764651703,23|0.000618407585427,16|0.000440735916778,17|0.000310011622005,10|0.000252241195892,3|0.000235686133733,22|0.000224316530741,6|0.000213999601785,7|0.000198396744412,19|0.000134683449766,13|9.00690046536e-05,2|7.02688454922e-05,0|2.29074622177e-05,15|1.56711112005e-05
TRAMTFQ128F9352EDB,Black Messiah,Gullveig,Metal,15|0.972598221944,11|0.00816077142228,8|0.00272280188513,12|0.00190385799004,14|0.00171389379568,21|0.00156015459039,23|0.00134872877779,1|0.00114124217054,16|0.000961232087657,18|0.000827661204521,9|0.000759372572563,5|0.000716461187951,4|0.00068534689961,17|0.000676126240848,20|0.000593695486135,10|0.00055013063853,3|0.000514024534274,22|0.000489227764137,24|0.000484231200058,6|0.000466726845149,7|0.00043269747156,19|0.000293740647546,13|0.000196437853328,2|0.000153254287837,0|4.99605021788e-05
TRADUOU12903CF4323,At All Cost,Drugs,Metal|Rap,8|0.396240219983,23|0.337850877708,12|0.185126896119,9|0.0433010118315,21|0.016800142637,14|0.00310312730702,1|0.00206630057955,16|0.00174037944889,18|0.00149853981103,5|0.00129720422721,4|0.00124086958265,17|0.00122417492044,20|0.00107492814299,10|0.000996050870333,3|0.000930678186012,22|0.000885781860036,24|0.00087673522338,6|0.000845042336782,11|0.000800289219025,7|0.000783429721876,19|0.000531838452813,13|0.00035566478409,2|0.00027747784997,0|9.04570627269e-05,15|6.18821358468e-05
TRAPCIQ128F4241A74,The Cardigans,Rise & Shine,Rock|Pop,18|0.610932605128,1|0.155036404448,12|0.137888480291,6|0.0392063189829,8|0.0257399914814,14|0.00422500030866,21|0.00384601055361,23|0.00332481482622,16|0.00236957848688,9|0.00187196508999,5|0.00176618221494,4|0.00168948091748,17|0.00166675063733,20|0.00146354670195,10|0.00135615294451,3|0.00126714608655,22|0.00120601840073,24|0.00119370113531,11|0.00108961762212,7|0.0010666629143,19|0.000724113903484,13|0.000484248203147,2|0.000377794362197,0|0.000123159986726,15|8.4254372182e-05
TRAADYB128F92D7E73,Eliane Elias,The More I See You,Jazz,14|0.387897403318,3|0.344400837573,23|0.104425208855,8|0.0474780991461,21|0.0444384905867,16|0.0226928538075,20|0.0217319713413,12|0.00497741926425,1|0.00298364730696,18|0.00216382568722,9|0.0019852928586,5|0.00187310594469,4|0.00179176119157,17|0.00176765483238,10|0.00143825372081,22|0.00127903011179,24|0.00126596716569,6|0.00122020402905,11|0.00115558249209,7|0.0011312381185,19|0.000767951373181,13|0.000513564331216,2|0.000400665831484,0|0.000130616026667,15|8.93550869584e-05
TRAFBML128F93163FB,Vaselines,Teenage Superstars (Album),Rock,11|0.59043841252,16|0.132429738409,14|0.0679600232712,4|0.0665045743299,5|0.044703678793,9|0.0338419387398,12|0.0245389849373,21|0.0131301642593,23|0.0128309854117,8|0.00385291048575,1|0.00161491878997,18|0.00117118492938,17|0.000956754840405,20|0.000840110907948,10|0.000778464315492,3|0.000727372244326,22|0.000692283486604,24|0.000685213080842,6|0.00066044348121,7|0.000612290095156,19|0.000415658747413,13|0.000277970082591,2|0.000216863024746,0|7.06967861929e-05,15|4.83640303503e-05
TRANDEK128F4259EBC,The Clash,Lose This Skin,Punk,21|0.230691936349,23|0.229921536168,8|0.206802553633,12|0.203818459507,1|0.0604102436649,22|0.0299085382289,14|0.00624514138172,16|0.00350256842238,18|0.00301585853885,9|0.00276702622357,5|0.00261066433903,4|0.00249728909362,17|0.00246369056042,20|0.00216332672301,10|0.00200458372899,3|0.00187301914407,24|0.00176445723383,6|0.00170067430196,11|0.00161060724379,7|0.00157667697509,19|0.00107034162683,13|0.000715786573151,2|0.000558432907165,0|0.000182047686032,15|0.00012453974624
TRBHHWQ128F93321AB,Bongzilla,Stone a Pig,Metal,1|0.277445730656,21|0.226475315481,5|0.112793465124,11|0.110877133474,4|0.0586807869319,3|0.0574845469693,24|0.0572765182222,8|0.0190116708865,12|0.0132934833485,14|0.0119670788227,23|0.00941735341765,16|0.00671169951657,18|0.00577905521215,9|0.00530223719496,17|0.00472097865033,20|0.00414541478426,10|0.00384122792828,22|0.00341598016776,6|0.00325886992453,7|0.00302126348879,19|0.00205101243233,13|0.0013716061523,2|0.00107008155761,0|0.000348843825156,15|0.000238645831811
TRBEIVC128F9320E95,Snow Patrol,It Doesn't Matter Where_ Just Drive,Rock,8|0.456358599441,12|0.436448442442,21|0.0756397543773,14|0.00399684575268,23|0.00314527125344,1|0.00266140698658,16|0.00224161870273,18|0.00193012786339,9|0.0017708769639,5|0.00167080647776,4|0.00159824713277,17|0.00157674431217,20|0.00138451360762,10|0.00128291922846,3|0.00119871883646,22|0.00114089211135,24|0.0011292399915,6|0.00108841937195,11|0.00103077709984,7|0.00100906197091,19|0.000685010974712,13|0.000458098279903,2|0.000357393060738,0|0.00011650921512,15|7.97045455617e-05
TRAIACZ128F428C60A,Kanye West / Adam Levine,Heard 'Em Say,Rap,6|0.201251116063,8|0.186967118812,21|0.168978443971,14|0.160780652923,20|0.11774480887,19|0.0839622062457,23|0.0265547105032,18|0.025990058808,9|0.00918727905163,22|0.00889453827895,12|0.00206310408973,1|0.00123670011195,16|0.00104163328442,5|0.000776388793033,4|0.000742671984395,17|0.000732680073811,10|0.000596145708438,3|0.000557019548953,24|0.000524734184188,11|0.00047898053969,7|0.000468889973865,13|0.0002128686807,2|0.000166073073548,0|5.41393932265e-05,15|3.70370337629e-05
TRAKQFZ128F429D3C9,Santana,Let It Shine,Rock,18|0.375284127297,8|0.284646222783,14|0.166233814017,21|0.107558694435,10|0.0242099840134,24|0.0241101929973,12|0.00288299760618,23|0.00204236968204,1|0.00172817429817,16|0.00145558640519,9|0.00114991208397,5|0.00108493170215,4|0.00103781557307,17|0.00102385279997,20|0.000899028537994,3|0.000778383424388,22|0.000740833864851,6|0.000706760895166,11|0.000669331109474,7|0.000655230474773,19|0.000444809217992,13|0.000297464340236,2|0.000232071796995,0|7.56548066815e-05,15|5.17558373376e-05
TRASXHB128F933D3BD,Mighty Mighty Bosstones,They Came To Boston,Rock|Reggae,21|0.317706645041,8|0.249137000805,24|0.169963367755,3|0.121926632105,12|0.0540652869329,17|0.0502375835003,14|0.00534341249157,23|0.0042049362785,1|0.00355805458034,16|0.00299683653527,18|0.00258040214053,9|0.00236749844139,5|0.00223371347225,4|0.00213670835011,20|0.0018509664279,10|0.00171514415497,22|0.00152526705721,6|0.00145511586587,11|0.00137805348821,7|0.00134902237258,19|0.000915796211722,13|0.000612434960634,2|0.000477801412243,0|0.000155762026853,15|0.000106557593348
TRAWXYD128F4255FBD,K.I.Z.,Walpurgisnacht,Rap,15|0.985348713284,9|0.0035368357959,2|0.00328398055233,8|0.00113587520983,12|0.000794235197842,14|0.000714987559481,21|0.000650851952325,23|0.000562651139564,1|0.000476093650812,16|0.000400998583565,18|0.000345276624601,5|0.000298887152475,4|0.000285907159699,17|0.000282060564116,20|0.000247672806667,10|0.000229498796033,3|0.000214436360176,22|0.000204091855628,24|0.000202007431747,6|0.000194705114633,11|0.000184393606507,7|0.000180509031519,19|0.000122540211791,13|8.19482640608e-05,0|2.08420951247e-05
TRBDVZL128F92F579F,Dickies,Pretty Please Me,Punk,10|0.277336111486,21|0.263216142923,4|0.131408691168,3|0.0823107695173,23|0.0678218032892,20|0.0662326749218,14|0.0523445917595,6|0.0334738842116,8|0.00573071646296,12|0.00400707461907,1|0.00240198720688,16|0.00202311764934,18|0.00174198927818,9|0.00159826130828,5|0.0015079451602,17|0.00142305167359,22|0.00102968402416,24|0.0010191676909,11|0.000930302437564,7|0.000910703983753,19|0.000618239752929,13|0.000413445299185,2|0.000322556288477,0|0.000105152517301,15|7.19353709276e-05
TRAZSVT128F92DEC7B,Julie Zenatti,A Quoi Ca Sert,Pop,0|0.954135490181,8|0.00634964615506,12|0.00443984728829,14|0.00399684575268,21|0.00363832185159,23|0.00314527125344,1|0.00266140698658,16|0.00224161870273,18|0.00193012786339,9|0.0017708769639,5|0.00167080647776,4|0.00159824713277,17|0.00157674431217,20|0.00138451360762,10|0.00128291922846,3|0.00119871883646,22|0.00114089211135,24|0.0011292399915,6|0.00108841937195,11|0.00103077709984,7|0.00100906197091,19|0.000685010974712,13|0.000458098279903,2|0.000357393060738,15|7.97045455617e-05
TRALSAJ128F92EDC84,Patrick Bruel,L'Appart,Pop|World,0|0.968477677952,22|0.00944770848078,8|0.00313404845913,12|0.00219141290913,14|0.00197275690119,21|0.00179579723252,23|0.00155243808626,1|0.00131361311508,16|0.00110641466779,18|0.000952669504482,9|0.000874066693558,5|0.000824674058876,4|0.000788860330391,17|0.000778247001694,20|0.000683366069958,10|0.000633221274534,3|0.0005916617762,24|0.00055736851612,6|0.000537220338308,11|0.000508769355422,7|0.000498051235905,19|0.000338106649938,13|0.000226107435469,2|0.00017640151025,15|3.93404454521e-05
TRAFCWJ128F42515AE,Mississippi John Hurt,Waiting For You (I Forgive You Before I Go),Blues,8|0.254806221192,14|0.229428093375,18|0.204406678672,24|0.180963613391,12|0.0504248905203,16|0.0252394965882,7|0.0237026352588,21|0.00453658319602,23|0.00392180386929,1|0.00331847887724,9|0.00220808686102,5|0.00208331008085,4|0.0019928366377,17|0.001966025009,20|0.00172633467384,10|0.00159965776836,3|0.00149466923271,22|0.00142256573001,6|0.00135713805278,11|0.00128526454249,19|0.000854132592919,13|0.00057119766846,2|0.000445629446722,0|0.000145274049152,15|9.93827145568e-05
TRAAOJI128F1458DCD,Heaven 17,(We Don't Need This) Fascist Groove Thang,Rock,7|0.471522339073,21|0.159093845792,23|0.0960157668522,24|0.0948436654154,4|0.0741858670472,16|0.022233730501,11|0.021529758688,8|0.014156861329,12|0.0130465223982,9|0.0114948083891,10|0.0112111143941,14|0.00232372817714,1|0.00154731675632,18|0.00112215801639,5|0.000971391024612,17|0.000916704174504,20|0.000804943067794,3|0.000696923751659,22|0.000663303842645,6|0.000632796690104,19|0.000398258877646,13|0.000266333991047,2|0.000207784932654,0|6.77373516079e-05,15|4.63394661261e-05
TRBEFQB128F932138A,Eleanor McEvoy,Please Heart_ You're Killing Me,Folk|Pop,19|0.189677247783,8|0.181572360283,17|0.119302947811,16|0.107913088778,1|0.0845355032436,4|0.0838369798539,12|0.0502238884351,21|0.0378705669706,9|0.0366436076114,10|0.0363230068192,11|0.0361573429506,18|0.013094842309,20|0.0127363596988,14|0.00262603053825,23|0.00206652417274,5|0.00109776286242,3|0.00078758913056,22|0.000749595483699,24|0.000741939741032,6|0.000715119543271,7|0.000662979688125,13|0.000300982361338,2|0.000234816440196,0|7.65495532794e-05,15|5.23679380277e-05
TRAKCAE128F92DACD8,Claude François,Le chanteur malheureux,Pop,0|0.958529595847,12|0.0145714603018,8|0.00412311808865,14|0.00259533627827,21|0.00236253017448,23|0.00204236968204,1|0.00172817429817,16|0.00145558640519,18|0.00125332103752,9|0.00114991208397,5|0.00108493170215,4|0.00103781557307,17|0.00102385279997,20|0.000899028537994,10|0.000833058622161,3|0.000778383424388,22|0.000740833864851,24|0.000733267606046,6|0.000706760895166,11|0.000669331109474,7|0.000655230474773,19|0.000444809217992,13|0.000297464340236,2|0.000232071796995,15|5.17558373376e-05
TRACRON12903CB59E6,Everyday Sunday,Don't Leave,Rock|Punk,9|0.557822993468,14|0.243991850198,20|0.157825064136,12|0.021281930945,21|0.00787997314006,8|0.00231229636882,23|0.00114538654922,1|0.000969181834821,16|0.000816311123488,18|0.000702878166892,5|0.000608443314348,4|0.000582019997858,17|0.00057418949947,10|0.000467189730108,3|0.000436527193029,22|0.000415468928797,24|0.000411225675904,6|0.000396360379786,11|0.000375369286229,7|0.000367461473327,19|0.00024945459176,13|0.000166821735151,2|0.000130148776232,0|4.2428165047e-05,15|2.90253231094e-05
TRAOSFC128F42618F6,Harry Connick_ Jr.,Here Comes The Big Parade,Jazz,4|0.754830731784,20|0.115093131936,1|0.0587960176582,7|0.0234831910606,8|0.0154503979833,21|0.0137300270521,12|0.00281714149953,14|0.00253605119861,23|0.00199571597851,16|0.00142233654978,18|0.00122469151534,9|0.00112364472506,5|0.00106014868543,17|0.00100046500421,10|0.000814029124062,3|0.000760602867893,22|0.00072391105024,24|0.00071651762694,6|0.000690616406947,11|0.000654041627153,19|0.000434648473066,13|0.000290669383739,2|0.000226770597652,0|7.39266293821e-05,15|5.05735824734e-05
TRAFZHK128F145E86B,Lifer,Boring,Rock,4|0.416866051322,8|0.337423496434,12|0.197843923489,6|0.0249723003449,10|0.00874119112271,14|0.00181178707126,21|0.00164926667169,23|0.00142576475181,1|0.00120642703472,16|0.00101613523153,18|0.000874935117631,9|0.000802746011861,5|0.000757383637573,17|0.000714744860383,20|0.000627605869602,3|0.000543384314625,22|0.000517171215741,24|0.000511889260568,11|0.000467255615656,7|0.000457412055936,19|0.000310518369848,13|0.000207657886307,2|0.000162007784856,0|5.28141196083e-05,15|3.61304073525e-05
TRAFTFF128F930F77C,Lollipop Lust Kill,Bury You,Metal,23|0.487630750633,10|0.23983176044,14|0.163807901081,21|0.0324352035971,4|0.0315603959063,8|0.0258790886402,18|0.0085464234562,12|0.00190385799004,1|0.00114124217054,16|0.000961232087657,9|0.000759372572563,5|0.000716461187951,17|0.000676126240848,20|0.000593695486135,3|0.000514024534274,22|0.000489227764137,24|0.000484231200058,6|0.000466726845149,11|0.0004420091706,7|0.00043269747156,19|0.000293740647546,13|0.000196437853328,2|0.000153254287837,0|4.99605021788e-05,15|3.41782331816e-05
TRAGBOR128F92E1064,Emperor,With Strength I Burn,Rock|Metal,23|0.489139661332,1|0.143322366547,12|0.0897746781222,18|0.0617211285591,10|0.061477453632,3|0.0546685928698,21|0.0284784699044,16|0.0279526092784,8|0.0227221279739,20|0.00729843044793,22|0.00720670662483,14|0.00150481783577,9|0.000666737573859,5|0.000629060900377,4|0.000601742208776,17|0.000593646367717,24|0.000425160385269,6|0.000409791366759,11|0.000388088973288,7|0.000379913197852,19|0.000257907559168,13|0.000172474622437,2|0.000134558971113,0|4.38658771926e-05,15|3.00088692872e-05
TRAGSGF128E0780CA7,Coldplay,One I Love,Rock,14|0.434373995761,21|0.219143925426,10|0.216333171628,4|0.0878281178336,8|0.00757717252706,12|0.0052981675003,23|0.00375332142134,1|0.00317591554074,16|0.00267497294111,18|0.00230326406591,9|0.00211322646207,5|0.00199381014818,17|0.00188156369546,20|0.00165217056428,3|0.00143045757409,22|0.00136145167011,24|0.00134754693901,6|0.00129883479515,11|0.001230049003,7|0.00120413586165,19|0.000817438674781,13|0.000546658761198,2|0.000426485006417,0|0.000139033011037,15|9.5113188698e-05
